-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------
case_number                    | I-200-25352-492958
employer_poc_phone_ext         | 
worksite_address1              | 3510 Christiana Meadows
worksite_address2              | N/A
worksite_city                  | Bear
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Lamboley Law Firm
employer_address1              | 200 Glastonbury Boulevard
employer_address2              | Suite 304
employer_city                  | Glastonbury
employer_state                 | CT
employer_postal_code           | 06033
begin_date                     | 2025-02-03
end_date                       | 2028-01-31
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | SAGARSOFT INC
soc_code                       | 15-1252
h_1b_dependent                 | Yes
-[ RECORD 2576 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24283-396830
job_title                      | Finance Cost Lead
employer_name                  | Barclays Bank Delaware
secondary_entity_business_name | 
employer_phone                 | 12124124000
employer_poc_first_name        | Paul/Hope
employer_poc_last_name         | Imbimbo/Bak
employer_poc_email             | imamericasimmigration@barclays.com
employer_poc_phone             | 12124124000
employer_poc_phone_ext         | 
worksite_address1              | 125 South West Street
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | Berry Appleman & Leiden LLP
employer_address1              | 745 Seventh Avenue
employer_address2              | 
employer_city                  | New York
employer_state                 | NY
employer_postal_code           | 10019
begin_date                     | 2025-02-01
end_date                       | 2028-01-31
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Barclays Bank Delaware
soc_code                       | 13-2051
h_1b_dependent                 | No
-[ RECORD 2577 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-25023-639042
job_title                      | Manager JC50 - Computer Systems Engineers/Architects
employer_name                  | COGNIZANT TECHNOLOGY SOLUTIONS US CORP
secondary_entity_business_name | 
employer_phone                 | 19793296682
employer_poc_first_name        | Daniel
employer_poc_last_name         | Shakespeare
employer_poc_email             | lca.immigration@cognizant.com
employer_poc_phone             | 16176207316
employer_poc_phone_ext         | 
worksite_address1              | 124 Brandywine Dr
worksite_address2              | 
worksite_city                  | Bear
worksite_county                | NEW CASTLE
lawfirm_name_business_name     | 
employer_address1              | 211 QUALITY CIRCLE
employer_address2              | 
employer_city                  | COLLEGE STATION
employer_state                 | TX
employer_postal_code           | 77845
begin_date                     | 2025-02-01
end_date                       | 2028-01-31
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | COGNIZANT TECHNOLOGY SOLUTIONS US CORP
soc_code                       | 15-1299.08
h_1b_dependent                 | Yes
-[ RECORD 2578 ]---------------+-----------------------------------------------------------------------------
case_number                    | I-200-24353-555560
job_title                      | Ld Dir, Data Engineering
employer_name                  | Caremark LLC
secondary_entity_business_name | 
employer_phone                 | 14017701621
employer_poc_first_name        | Paul
